swimmer,team,time,scaled,meet_id,event,date,taper,snapshot
270043,184,59.2,0.23524971303206152,119948,F2100Y,1538179200,2,2196655255
270043,184,57.59,-0.4552960830600928,132028,F2100Y,1539388800,2,2196655255
270043,184,57.34,-0.5625236911489366,119950,F2100Y,1539993600,2,2196655255
270043,184,57.34,-0.5625236911489366,119951,F2100Y,1541203200,2,2196655255
270043,184,55.89,-1.1844438180642325,136124,F2100Y,1542326400,1,2196655255
270043,184,55.72,-1.257358591564647,136124,F2100Y,1542412800,1,2196655255
270043,184,55.61,-1.304538739123738,136124,F2100Y,1542412800,1,2196655255
270043,184,59.15,0.21380419141429097,138360,F2100Y,1545264000,2,2196655255
270043,184,57.38,-0.5453672738547221,119953,F2100Y,1547164800,2,2196655255
270043,184,56.76,-0.8112917419150568,119954,F2100Y,1547251200,2,2196655255
270043,184,57.41,-0.5324999608840634,119957,F2100Y,1548460800,2,2196655255
270043,184,55.25,-1.458946494771673,142919,F2100Y,1550793600,1,2196655255
270043,184,55.1,-1.523283059624979,142919,F2100Y,1550793600,1,2196655255
270043,184,55.51,-1.3474297823592762,143422,F2100Y,1551484800,1,2196655255
270043,184,55.79,-1.2273348612997703,143422,F2100Y,1551484800,1,2196655255
270043,184,126.71,-0.13884157836943814,119948,F2200Y,1538179200,2,2196655255
270043,184,125.55,-0.3887025700827651,132028,F2200Y,1539388800,2,2196655255
270043,184,123.21,-0.8927325016424097,119950,F2200Y,1539993600,2,2196655255
270043,184,125.04,-0.4985552474739676,119951,F2200Y,1541203200,2,2196655255
270043,184,119.83,-1.6207757361174495,136124,F2200Y,1542499200,1,2196655255
270043,184,120.07,-1.56908035852159,136124,F2200Y,1542499200,1,2196655255
270043,184,125.11,-0.4834774290085097,119953,F2200Y,1547164800,2,2196655255
270043,184,124.38,-0.6407175358625874,119954,F2200Y,1547251200,2,2196655255
270043,184,125.06,-0.4942472993409801,119957,F2200Y,1548460800,2,2196655255
270043,184,119.17,-1.7629380245060666,142919,F2200Y,1550880000,1,2196655255
270043,184,119.86,-1.614313813917967,142919,F2200Y,1550880000,1,2196655255
270043,184,123.11,-0.9142722423073504,143422,F2200Y,1551571200,1,2196655255
270043,184,121.49,-1.2632160410794129,143422,F2200Y,1551571200,1,2196655255
270043,184,58.93,0.052334231217656096,132028,F4100Y,1539388800,2,2196655255
270043,184,59.69,0.44811804263598,119951,F4100Y,1541203200,2,2196655255
270043,184,56.82,-1.0464866136411144,136124,F4100Y,1542412800,1,2196655255
270043,184,58.03,-0.41635712440930694,136124,F4100Y,1542412800,1,2196655255
270043,184,58.58,-0.12993462930394167,119954,F4100Y,1547251200,2,2196655255
270043,184,58.59,-0.12472694757475052,119957,F4100Y,1548460800,2,2196655255
270043,184,56.15,-1.3954012894967438,142919,F4100Y,1550793600,1,2196655255
270043,184,55.75,-1.6037085586642823,142919,F4100Y,1550793600,1,2196655255
270043,184,127.38,-0.8797319599034201,136124,F5200Y,1542326400,1,2196655255
270043,184,127.47,-0.8589503705096403,136124,F5200Y,1542326400,1,2196655255
329465,184,1010.52,-1.201533778441669,136124,F11650Y,1542499200,1,2196655255
329465,184,1004.99,-1.392458019467935,142919,F11650Y,1550880000,1,2196655255
329465,184,112.33,-0.7155815595432222,132028,F1200Y,1539388800,2,2196655255
329465,184,114.67,-0.2336622632732378,119950,F1200Y,1539993600,2,2196655255
329465,184,116.09,0.05878448916410309,119951,F1200Y,1541203200,2,2196655255
329465,184,111.83,-0.8185557681479195,136124,F1200Y,1542412800,1,2196655255
329465,184,109.41,-1.316950937794655,136124,F1200Y,1542412800,1,2196655255
329465,184,113.71,-0.4313727437942584,119953,F1200Y,1547164800,2,2196655255
329465,184,113.21,-0.5343469523989558,119954,F1200Y,1547251200,2,2196655255
329465,184,111.72,-0.8412100940409528,119957,F1200Y,1548460800,2,2196655255
329465,184,109.78,-1.2407500234271782,142919,F1200Y,1550793600,1,2196655255
329465,184,110.08,-1.1789654982643605,142919,F1200Y,1550793600,1,2196655255
329465,184,111.66,-0.853566999073517,143422,F1200Y,1551484800,1,2196655255
329465,184,111.18,-0.9524222393340244,143422,F1200Y,1551484800,1,2196655255
329465,184,125.72,-0.9770492770799392,141362,F4200Y,1549065600,2,2196655255
329465,184,132.37,1.092664972979608,143422,F4200Y,1551571200,1,2196655255
329465,184,24.55,-0.2321376779122585,119950,F150Y,1539993600,2,2196655255
329465,184,25.2,0.5630173716990482,119951,F150Y,1541203200,2,2196655255
329465,184,24.16,-0.7092307076790443,136124,F150Y,1542326400,1,2196655255
329465,184,24.2,-0.6602980892414263,136124,F150Y,1542326400,1,2196655255
329465,184,24.62,-0.14650559564642496,141362,F150Y,1549065600,2,2196655255
329465,184,23.9,-1.0272927275235697,142919,F150Y,1550793600,1,2196655255
329465,184,53.55,-0.10542015116707164,119948,F1100Y,1538179200,2,2196655255
329465,184,52.62,-0.5953304946068856,132028,F1100Y,1539388800,2,2196655255
329465,184,52.82,-0.48997343150154776,132028,F1100Y,1539388800,2,2196655255
329465,184,52.08,-0.8797945649912934,136124,F1100Y,1542499200,1,2196655255
329465,184,52.55,-0.6322054666937535,136124,F1100Y,1542499200,1,2196655255
329465,184,52.8,-0.5005091378120831,119953,F1100Y,1547164800,2,2196655255
329465,184,52.72,-0.5426519630542167,119954,F1100Y,1547251200,2,2196655255
329465,184,53.26,-0.2581878926698089,119954,F1100Y,1547251200,2,2196655255
329465,184,51.98,-0.9324730965439624,119957,F1100Y,1548460800,2,2196655255
329465,184,53.02,-0.3846163683962099,119957,F1100Y,1548460800,2,2196655255
329465,184,52.42,-0.7006875577122198,143422,F1100Y,1551571200,1,2196655255
329465,184,51.67,-1.0957765443572312,143422,F1100Y,1551571200,1,2196655255
329465,184,306.09,-0.5936522103061405,119948,F1500Y,1538179200,2,2196655255
329465,184,303.85,-0.848221328063601,132028,F1500Y,1539388800,2,2196655255
329465,184,304.17,-0.8118543112411066,119950,F1500Y,1539993600,2,2196655255
329465,184,305.63,-0.6459297969884749,119951,F1500Y,1541203200,2,2196655255
329465,184,296.03,-1.7369403016633316,136124,F1500Y,1542326400,1,2196655255
329465,184,290.28,-2.3904101351925413,136124,F1500Y,1542326400,1,2196655255
329465,184,310.94,-0.04246461159019589,138360,F1500Y,1545264000,2,2196655255
329465,184,319.08,0.8826213788320226,119953,F1500Y,1547164800,2,2196655255
329465,184,304.73,-0.7482120318017399,119954,F1500Y,1547251200,2,2196655255
329465,184,307.29,-0.45727589722177847,119957,F1500Y,1548460800,2,2196655255
